33,30,30,40,40,39,39,39,36,32,33,34,34,33,29,24,20,20,21,22,22,22,22,22,27,27,28,29,30,31,32,32,33,32,34,33,32,33,32,34,33,33,33,33,34,33,34,33,34,34,34,33,34,33,32,33,33,33,33,33,34,34,33,33,34,32,33,33,32,33,32,32,32,32,32,32,31,30,28,27,28,33,36,39,40,40,37,38,38,39,40,38,38,38,38,38,39,39,40,39,40,50,53,55,53,40,26,27,29,30,30,30,31,30,30,30,31,31,31,30,31,32,31,31,29,30,40,39
40,40,40,39,39,38,39,39,39,40,42,43,43,41,36,29,24,24,25,27,26,26,26,27,27,27,28,29,30,31,31,32,33,32,33,32,32,33,32,33,33,34,33,33,33,33,33,33,33,33,34,33,34,33,32,33,33,33,33,33,33,33,33,33,34,32,33,33,32,32,32,32,32,32,32,32,31,30,28,26,28,32,36,38,40,39,38,38,38,39,39,38,38,38,38,38,39,39,39,39,39,49,53,54,54,42,26,27,29,30,30,30,31,30,30,31,31,31,31,30,31,31,31,31,30,31,36,31
39,39,40,39,39,39,38,38,39,41,42,43,42,40,35,29,23,23,25,26,26,26,26,26,26,27,28,29,30,31,31,31,32,32,33,32,33,33,32,33,33,33,33,33,33,33,33,33,33,33,33,32,33,33,32,32,33,33,32,32,33,33,32,33,33,33,32,32,32,32,31,32,32,32,32,32,31,30,28,27,26,30,34,37,39,40,38,38,39,39,39,39,39,38,38,38,39,38,39,38,38,43,52,54,54,50,33,26,28,29,30,30,30,30,30,31,31,31,31,31,31,32,31,32,32,29,17,12
39,39,39,39,39,39,38,39,40,41,42,42,42,39,34,29,23,23,25,26,26,27,26,26,26,26,28,29,30,31,31,31,32,32,32,33,33,33,32,33,32,33,33,33,33,33,33,33,33,33,33,33,33,33,32,33,33,33,32,33,33,33,33,33,33,33,33,32,32,32,32,32,30,32,32,32,31,30,28,28,27,27,33,36,38,40,39,39,39,40,40,40,39,39,39,38,38,38,38,38,38,38,48,53,54,54,45,28,27,28,29,30,30,30,30,30,30,31,31,31,31,31,32,33,28,17,11,12
39,39,39,39,39,39,38,40,41,42,42,41,41,39,34,28,23,23,25,25,26,27,26,26,26,26,28,29,30,31,31,32,32,32,32,33,33,33,32,33,33,33,33,33,34,33,33,33,33,33,33,33,33,33,33,32,32,33,32,33,34,34,33,33,33,33,33,32,32,32,31,32,32,32,32,32,31,30,29,29,27,26,30,35,37,39,40,40,40,40,40,40,39,40,39,38,39,38,38,38,38,37,41,51,54,55,52,37,26,27,29,30,30,31,31,30,31,31,31,32,32,33,33,27,14,11,12,12
39,39,39,39,40,39,38,40,41,41,41,41,40,38,35,30,23,23,24,25,27,26,26,25,26,26,28,29,30,30,31,31,32,32,32,32,32,33,33,33,32,33,33,33,33,33,32,33,33,33,33,33,33,32,32,33,33,33,32,32,33,34,33,33,33,33,33,32,32,32,32,32,32,32,32,32,31,31,30,28,27,26,28,34,37,39,40,41,40,40,41,40,40,39,39,39,39,38,38,38,38,38,37,46,53,54,55,48,29,27,28,29,30,30,31,30,30,32,32,32,33,34,27,14,12,12,12,12
39,39,40,39,39,39,39,41,42,41,41,40,40,39,35,29,23,22,24,26,26,26,26,26,26,26,27,28,30,30,30,31,32,32,32,32,32,32,32,32,32,32,32,33,32,32,32,33,33,33,32,32,32,32,32,32,32,32,32,32,32,33,33,33,33,33,32,32,32,32,31,32,32,32,32,32,31,31,30,28,27,27,29,33,37,39,40,41,41,40,40,40,40,39,39,39,39,38,38,38,38,38,36,39,50,54,55,53,41,27,27,29,30,30,31,30,30,31,31,33,34,27,16,12,11,11,12,13
39,39,40,40,40,40,40,42,42,41,40,39,40,40,35,28,23,22,25,26,26,26,26,26,26,27,27,29,30,30,31,31,32,31,32,32,32,32,32,32,33,32,32,32,33,32,32,33,34,33,32,31,30,31,31,32,31,31,31,32,32,32,33,33,33,33,32,32,32,32,32,31,31,31,32,32,31,30,30,29,28,27,29,33,36,39,39,40,40,40,40,40,40,39,39,39,39,39,39,38,38,38,37,36,45,53,55,55,51,32,27,29,30,30,31,30,30,31,32,33,26,13,12,11,11,12,13,14
39,39,40,40,40,41,42,42,42,41,40,39,40,39,35,29,23,23,24,25,27,27,26,26,26,26,27,28,29,30,30,31,32,32,32,32,31,32,32,32,33,32,33,33,32,33,32,32,33,33,32,31,31,30,30,31,31,31,31,31,32,32,32,32,33,32,32,32,32,32,32,31,31,31,32,32,32,30,30,29,28,27,29,32,35,38,39,40,40,39,40,40,39,39,39,39,39,39,39,39,38,38,37,36,37,49,54,55,55,46,28,27,29,30,30,31,31,32,33,27,13,11,13,12,13,13,12,14
40,40,41,40,41,42,42,42,41,40,39,40,40,39,34,28,22,22,24,26,26,26,26,26,26,26,27,28,29,30,30,31,31,32,32,32,32,31,31,32,32,32,32,32,32,33,32,32,32,32,32,31,31,30,31,31,31,30,30,31,31,32,32,32,33,33,32,32,32,32,31,31,31,32,32,32,31,30,29,30,28,27,28,32,35,37,38,39,39,39,39,39,39,39,39,39,39,39,39,39,38,38,37,37,36,43,53,55,56,53,37,26,28,29,30,31,32,33,26,13,11,11,13,14,13,13,13,12
